start_ip,end_ip,join_key,name,country,mcc,mnc
2804:38a:a04b::,2804:38a:a04b:ffff:ffff:ffff:ffff:ffff,2804:38a:8000::,Claro,BR,724,5
2001:44c8:4817::,2001:44c8:4819:ffff:ffff:ffff:ffff:ffff,2001:44c8:4000::,AIS,TH,520,1
2607:fb90:9943::,2607:fb90:9944:ffff:ffff:ffff:ffff:ffff,2607:fb90:8000::,T-Mobile,US,310,160
105.152.119.0,105.152.119.255,105.152.0.0,Maroc Telecom,MA,604,1
2a02:587:d712::,2a02:587:d712:ffff:ffff:ffff:ffff:ffff,2a02:587:c000::,Cosmote,GR,202,1
109.47.0.0,109.47.255.255,109.47.0.0,Vodafone,DE,262,2
115.76.55.0,115.76.55.255,115.76.0.0,Viettel Mobile,VN,452,4
2a02:c7f:9e01::,2a02:c7f:9e01:ffff:ffff:ffff:ffff:ffff,2a02:c7f:8000::,Sky Broadband,GB,234,57
46.6.196.0,46.6.196.255,46.6.0.0,Yoigo,ES,214,4
2601:cb:2::,2601:cb:2:ffff:ffff:ffff:ffff:ffff,2601:cb::,Verizon,US,310,4
86.144.168.0,86.144.168.255,86.144.0.0,BT,GB,234,76
185.3.54.0,185.3.54.255,185.3.0.0,JT,JE,234,50
94.203.200.0,94.203.207.255,94.203.0.0,du,AE,424,3
197.180.37.0,197.180.165.255,197.180.0.0,Safaricom,KE,639,2
2a00:23c5:420e::,2a00:23c5:420e:ffff:ffff:ffff:ffff:ffff,2a00:23c5:4000::,BT,GB,234,76
154.133.120.0,154.133.121.255,154.133.0.0,Orange,EG,602,1
37.164.234.0,37.164.234.255,37.164.0.0,Bouygues,FR,208,20
2607:fb90:e33b::,2607:fb90:e33b:ffff:ffff:ffff:ffff:ffff,2607:fb90:c000::,T-Mobile,US,310,160
45.99.109.0,45.99.111.255,45.99.0.0,Mobinil,EG,602,1
42.73.198.0,42.73.202.255,42.73.0.0,Chunghwa,TW,466,92
188.198.107.0,188.198.108.255,188.198.0.0,"Telekom Slovenije, d.d.",SI,293,41
2a00:1fa0:a7e::,2a00:1fa0:a7e:ffff:ffff:ffff:ffff:ffff,2a00:1fa0::,MTS,RU,250,1
87.202.127.0,87.202.127.255,87.202.0.0,Cosmote,GR,202,1
170.78.83.0,170.78.83.255,170.78.0.0,Oi,BR,724,30
62.19.110.0,62.19.110.255,62.19.0.0,Telecom Italia Mobile,IT,220,01
2401:4900:596b::,2401:4900:596c:ffff:ffff:ffff:ffff:ffff,2401:4900:4000::,Airtel,GB,234,3
2607:fb90:e57e::,2607:fb90:e57e:ffff:ffff:ffff:ffff:ffff,2607:fb90:c000::,T-Mobile,US,310,53
112.228.0.0,112.228.255.255,112.228.0.0,China Unicom,CN,460,1
2607:fb90:e078::,2607:fb90:e078:ffff:ffff:ffff:ffff:ffff,2607:fb90:c000::,T-Mobile,US,310,160
2401:4900:3a03::,2401:4900:3a03:ffff:ffff:ffff:ffff:ffff,2401:4900::,Airtel,GB,234,3
84.82.119.0,84.82.119.255,84.82.0.0,KPN,NL,204,8
105.153.8.0,105.153.8.255,105.153.0.0,IAM,MA,604,1
49.36.155.0,49.36.155.255,49.36.0.0,AirTel,IN,404,2
1.41.226.0,1.41.226.255,1.41.0.0,Optus,AU,505,2
2409:4053:219a::,2409:4053:219b:ffff:ffff:ffff:ffff:ffff,2409:4053::,Jio,IN,405,840
190.238.100.0,190.238.100.255,190.238.0.0,Claro,PE,716,10
2a02:2f01:7602::,2a02:2f01:7602:ffff:ffff:ffff:ffff:ffff,2a02:2f01:4000::,Digi Romania,RO,226,05
89.198.21.0,89.198.22.255,89.198.0.0,IR-TCI (Hamrah-e-Avval),IR,432,11
5.52.101.0,5.52.104.255,5.52.0.0,Mobile Communication Company of Iran PLC,IR,432,11
85.26.186.0,85.26.186.255,85.26.0.0,MegaFon,RU,250,2
41.191.104.0,41.191.105.255,41.191.0.0,Cellcom,LR,618,7
178.109.97.0,178.109.118.255,178.109.0.0,T-Mobile UK,GB,234,30
5.126.210.0,5.126.210.255,5.126.0.0,Iran Cell Service and Communication Company,IR,432,35
2603:6010:c902::,2603:6010:c902:ffff:ffff:ffff:ffff:ffff,2603:6010:c000::,T-Mobile,US,310,53
105.45.231.0,105.45.231.255,105.45.0.0,Mobinil,EG,602,1
89.198.151.0,89.198.152.255,89.198.0.0,IR-TCI (Hamrah-e-Avval),IR,432,11
83.120.163.0,83.120.163.255,83.120.0.0,Mobile Communication Company of Iran PLC,IR,432,11
2a02:c7f:424::,2a02:c7f:424:ffff:ffff:ffff:ffff:ffff,2a02:c7f::,Sky Broadband,GB,234,57
2.31.221.0,2.31.221.255,2.31.0.0,EE,GB,235,1
160.158.124.0,160.158.126.255,160.158.0.0,Orange,TN,605,1
213.4.181.0,213.4.181.255,213.4.0.0,Movistar,ES,214,7
105.46.151.0,105.46.151.255,105.46.0.0,Mobinil,EG,602,1
154.189.216.0,154.189.217.255,154.189.0.0,Etisalat,EG,602,3
86.135.92.0,86.135.92.255,86.135.0.0,BT,GB,234,76
160.77.176.0,160.77.177.255,160.77.0.0,IAM,MA,604,1
80.12.254.0,80.12.254.255,80.12.0.0,Orange,FR,208,1
2405:204:959b::,2405:204:959b:ffff:ffff:ffff:ffff:ffff,2405:204:8000::,Jio,IN,405,840
187.26.74.0,187.26.239.255,187.26.0.0,Claro,BR,724,5
2804:389:1028::,2804:389:102a:ffff:ffff:ffff:ffff:ffff,2804:389::,Claro,BR,724,5
2409:4051:2e12::,2409:4051:2e12:ffff:ffff:ffff:ffff:ffff,2409:4051::,Jio,IN,405,840
201.141.76.0,201.141.78.255,201.141.0.0,Telcel,MX,334,20
102.170.182.0,102.170.182.255,102.170.0.0,OOREDOO%20TN,TN,605,3
197.17.131.0,197.17.132.255,197.17.0.0,OOREDOO%20TN,TN,605,3
2a00:1fa3:618::,2a00:1fa3:619:ffff:ffff:ffff:ffff:ffff,2a00:1fa3::,MTS,RU,250,1
187.190.138.0,187.190.138.255,187.190.0.0,Telcel,MX,334,20
2409:4073:19d::,2409:4073:19e:ffff:ffff:ffff:ffff:ffff,2409:4073::,Jio,IN,405,840
