start_ip,end_ip,join_key,name,domain,type,asn,as_name,as_domain,as_type,country
12.50.139.136,12.50.139.143,12.50.0.0,PHIL RAUCH,pitttechnologygroup.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.41.240.0,12.41.240.31,12.41.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
118.175.3.208,118.175.3.215,118.175.0.0,"EkChaiHospital, Samut Sakhon",ntplc.co.th,business,AS131293,TOT Public Company Limited,tot.co.th,isp,TH
12.234.193.0,12.234.193.63,12.234.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
113.38.160.96,113.38.160.103,113.38.0.0,UCOM Corporation,ucom.ne.jp,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
100.43.231.192,100.43.231.199,100.43.0.0,TPx Communications,tpx.com,isp,AS14265,TPx Communications,tpx.com,isp,US
122.54.61.248,122.54.61.251,122.54.0.0,1-1AX9VXL_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.228.88.224,12.228.88.239,12.228.0.0,ATT SERVICES INC- PEG,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
109.109.217.48,109.109.217.55,109.109.0.0,PJSC Vimpelcom,sovintel.ru,isp,AS21332,PJSC Vimpelcom,bca.ru,isp,RU
12.97.126.32,12.97.126.47,12.97.0.0,APOLLO GROUP,apollogrp.edu,education,AS7018,"AT&T Services, Inc.",att.com,isp,US
104.185.85.152,104.185.85.159,104.185.0.0,Pg communications Inc,pgcommunications.com.au,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
124.30.112.168,124.30.112.191,124.30.0.0,Sify Limited,sifytechnologies.com,isp,AS9583,Sify Limited,sifycorp.com,isp,IN
12.215.148.32,12.215.148.39,12.215.0.0,ATIEVA LUCID MOTORS,lucidmotors.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.0.124.192,12.0.124.223,12.0.0.0,STONECREEK PROPERTIES,stonecreek-properties.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
108.248.95.112,108.248.95.119,108.248.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
113.36.203.32,113.36.203.55,113.36.0.0,UCOM Corporation,ucom.ne.jp,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
12.53.200.128,12.53.200.143,12.53.0.0,SPECTROTEL HOLDING COMPANY LL,spectrotel.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
122.53.56.219,122.53.56.219,122.53.0.0,SMESCB2016062890770_MAPLETREE INCORPORATED,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
122.53.65.241,122.53.65.241,122.53.0.0,18-4300238_NATIONAL BUREAU OF ION,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.57.3.96,12.57.3.127,12.57.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.151.50.144,12.151.50.151,12.151.0.0,"WELLBRIDGE CLUB MANAGEMENT, LL",wellbridge.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
122.54.181.139,122.54.181.139,122.54.0.0,18-3350719_MARANAW LUZON SHIPPITION,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
124.107.243.153,124.107.243.153,124.107.0.0,RBGOLG2016040836596_OLONGAPO ELECTRICITY DISTRIBUTION COMPANY INC.,oedc.com.ph,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
122.54.205.43,122.54.205.43,122.54.0.0,SMEEND2019040589149_Enterprise Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.68.16.240,12.68.17.15,12.68.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
103.171.144.0,103.171.145.255,103.171.0.0,BRAVO M LIMITED,bravo-com.co.il,isp,AS142643,BRAVO M LIMITED,bravo-telecom.com,isp,HK
122.226.71.24,122.226.71.31,122.226.0.0,CHINANET-ZJ Jinhua node network,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.cn,isp,CN
122.186.234.224,122.186.234.231,122.186.0.0,BHARTI TELENET LTD. NEW DELHI,airtel.in,isp,AS9498,BHARTI Airtel Ltd.,airtel.in,isp,IN
113.28.24.176,113.28.24.191,113.28.0.0,ET NET LIMITED,netvigator.com,isp,AS4515,HKT Limited,hkt-enterprise.com,isp,HK
12.190.105.64,12.190.105.71,12.190.0.0,COMMUNITY ASPHALT CORP,cacorp.net,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
119.93.161.197,119.93.161.197,119.93.0.0,SMESCB2017100326246_POPULAR FE,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
111.108.91.0,111.108.91.255,111.108.0.0,KDDI CORPORATION,kddi.ne.jp,isp,AS2516,KDDI CORPORATION,kddi.ne.jp,isp,JP
117.239.26.32,117.239.26.47,117.239.0.0,NIB (National Internet Backbone),bsnl.co.in,isp,AS9829,National Internet Backbone,bsnl.co.in,isp,IN
124.106.224.77,124.106.224.77,124.106.0.0,CBGSFP2020100145995_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.3.193.144,12.3.193.151,12.3.0.0,SIERRA BANQUET CENTE,sierrabanquetcenter.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
124.107.151.41,124.107.151.41,124.107.0.0,SMEGNT2013061729454_DDT KONSTRACT,ddtkonstract.com.ph,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
114.31.76.0,114.31.76.128,114.31.0.0,WEBCENTRAL PTY LTD,webcentral.com.au,hosting,AS24446,NetRegistry Pty Ltd.,netregistry.com.au,hosting,AU
122.224.58.12,122.224.58.15,122.224.0.0,CHINANET-ZJ Shaoxing node network,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.cn,isp,CN
107.181.182.232,107.181.182.239,107.181.0.0,Total Server Solutions L.L.C.,performive.com,business,AS46562,Performive LLC,performive.com,hosting,US
119.93.18.161,119.93.18.161,119.93.0.0,"SMEMDE2017081684825_WS AND LANDIN, INC.",pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.25.99.104,12.25.99.111,12.25.0.0,PERFORMANCE TEAM,performanceteam.net,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
107.7.22.32,107.7.22.63,107.7.0.0,Windstream Communications LLC,onecommunications.net,isp,AS7029,Windstream Communications LLC,windstream.net,isp,US
103.132.126.0,103.132.127.255,103.132.0.0,VOICE PRINT & DATA AUSTRALIA PTY LTD,spirit.com.au,business,AS138332,VOICE PRINT & DATA AUSTRALIA PTY LTD,voiceprintdata.com.au,business,AU
12.35.214.64,12.35.214.71,12.35.0.0,RAYTHEON COMPANY,rtx.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.227.63.64,12.227.63.71,12.227.0.0,SHOTSPOTTER,shotspotter.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
103.5.64.0,103.5.64.255,103.5.0.0,"Nishida Bldg 5F, 2-14-6, Shibuya",cyberfeel.net,hosting,AS131904,Cyber Feel Inc.,cyberfeel.net,business,JP
122.53.79.78,122.53.79.78,122.53.0.0,644770709_ST LOUIS Hospital,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
119.222.0.0,119.222.255.255,119.222.0.0,Korea Telecom,kt.com,isp,AS4766,Korea Telecom,kt.com,isp,KR
12.166.242.32,12.166.242.47,12.166.0.0,SUMITOMO SHI DEMAG PLASTICS,shi-g.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
124.105.57.89,124.105.57.89,124.105.0.0,18-4043415_NATE'SCAPE INTERNET CAFE,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
124.105.15.50,124.105.15.50,124.105.0.0,2-8467181_HERO INTERACTIVE DIGITAL MEDIASERVICE,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
122.226.179.24,122.226.179.27,122.226.0.0,"Taizhou Ding Tai Ocean World Development Co., Ltd.",tzptt.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.cn,isp,CN
113.38.60.128,113.38.60.159,113.38.0.0,UCOM Corporation,ucom.ne.jp,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
119.93.130.30,119.93.130.30,119.93.0.0,CBGDGP2017100348064_LAND TRANSPORTATION OFFICE DAGUPAN,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
124.107.163.40,124.107.163.40,124.107.0.0,IPG,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
122.54.135.245,122.54.135.245,122.54.0.0,CBGZAM2017030922158_National Telecommunications Commission- Zamboanga,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.220.91.240,12.220.91.247,12.220.0.0,RESONETICS LLC,resonetics.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
109.168.36.92,109.168.36.95,109.168.0.0,CONGREGAZIONE CRISTIANA DEI TESTIMONI DI GEOVA - 6455837,irideos.it,hosting,AS5602,IRIDEOS S.P.A.,irideos.it,hosting,IT
124.106.94.24,124.106.94.27,124.106.0.0,IPG,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
124.106.236.105,124.106.236.105,124.106.0.0,CBGNGC2021041272808_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
122.54.219.160,122.54.219.160,122.54.0.0,2-3329544_BRENTON INTL VENTURES MFG CORP,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
109.170.216.0,109.170.216.255,109.170.0.0,Daisy Group plc xDSL,daisygroupplc.com,isp,AS5413,Daisy Corporate Services Trading Ltd,dcs.tech,isp,GB
12.38.107.136,12.38.107.167,12.38.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.49.65.224,12.49.65.239,12.49.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.166.4.104,12.166.4.111,12.166.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
107.152.138.128,107.152.138.135,107.152.0.0,Server Mania Inc.,servermania.com,business,AS55286,B2 Net Solutions Inc.,b2netsolutions.com,isp,US
122.187.168.88,122.187.168.95,122.187.0.0,Shriram Transport Finance Company Ltd.,stfc.in,business,AS9498,BHARTI Airtel Ltd.,airtel.in,isp,IN
122.216.120.224,122.216.120.231,122.216.0.0,ARTERIA Networks Corp.,arteria-hikari.net,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
124.104.145.58,124.104.145.58,124.104.0.0,SMEBGX2019052565972_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.9.66.192,12.9.66.199,12.9.0.0,"VICAR OPERATING, INC.",vcahospitals.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.166.63.224,12.166.63.231,12.166.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
104.223.182.0,104.223.182.255,104.223.0.0,Root Networks LLC,rootnetworks.com,business,AS46573,LayerHost,layerhost.com,hosting,US
122.160.169.240,122.160.169.247,122.160.0.0,LIMCO SALES CORPORATION,limco.in,business,AS24560,"Bharti Airtel Ltd., Telemedia Services",airtel.com,isp,IN
122.224.59.236,122.224.59.239,122.224.0.0,CHINANET-ZJ Shaoxing node network,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.cn,isp,CN
12.5.50.184,12.5.50.207,12.5.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
113.32.184.0,113.32.184.127,113.32.0.0,UCOM Corporation,ucom.ne.jp,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
115.236.2.40,115.236.2.47,115.236.0.0,WEMNZHOUTIANQIUDIANQIYOUXIANGOGNS,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.cn,isp,CN
108.58.56.120,108.58.56.127,108.58.0.0,Static IP Services,cv.net,business,AS6128,Cablevision Systems Corp.,cablevision.com,isp,US
12.227.255.216,12.227.255.223,12.227.0.0,ASTRONAUTICS CORP OF AMERICA,astronautics.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
122.2.77.217,122.2.77.217,122.2.0.0,IPG,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.214.57.120,12.214.57.127,12.214.0.0,ELITE COMPRESSION SERVICES LLC,archrock.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
109.2.174.96,109.2.174.111,109.2.0.0,Static IP,intermune.com,business,AS15557,SFR SA,sfr.fr,isp,FR
12.129.207.208,12.129.207.215,12.129.0.0,"Konami Digital Entertainment, Inc.",konami.com,business,AS17233,AT&T Enhanced Network Services,attens.com,business,US
12.209.179.208,12.209.179.215,12.209.0.0,PE907 ORT TEST CUSTO1,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.214.241.96,12.214.241.103,12.214.0.0,NRG ENERGY,nrg.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.20.75.80,12.20.75.87,12.20.0.0,ROLAND MACHINERY CO,rolandmachinery.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
113.43.156.176,113.43.156.183,113.43.0.0,"NEC Nexsolutions, Ltd.",nec-nexs.com,business,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
119.45.0.0,119.45.255.255,119.45.0.0,"Tencent cloud computing (Beijing) Co., Ltd.",tencent.com,hosting,AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,hosting,CN
12.156.204.8,12.156.204.15,12.156.0.0,GREYSTONE HEALTH MANAGEMENT,bizcomnetworks.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.239.100.48,12.239.100.55,12.239.0.0,LEONARD HOLDINGS LLC,leonardhc.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.16.41.168,12.16.41.175,12.16.0.0,COUNTY OF SAN BERNARDINO,sbcounty.gov,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
109.234.202.16,109.234.202.31,109.234.0.0,Fusion Data Networks Ltd,node4.co.uk,hosting,AS31727,Node4 Limited,node4.co.uk,hosting,GB
106.185.80.248,106.185.80.255,106.185.0.0,H&M Hennes & Mauritz Japan KK.,hm.com,business,AS2516,KDDI CORPORATION,kddi.ne.jp,isp,JP
123.231.237.160,123.231.237.167,123.231.0.0,APLIKANUSA LINTASARTA,lintasarta.net,isp,AS4800,PT Aplikanusa Lintasarta,idola.net.id,isp,ID
107.129.218.32,107.129.218.47,107.129.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.227.226.32,12.227.226.127,12.227.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
107.7.83.160,107.7.83.167,107.7.0.0,GLASS AVIATION,pierglass.com,business,AS7029,Windstream Communications LLC,windstream.net,isp,US
119.92.140.55,119.92.140.55,119.92.0.0,CBGQCY2019061975286_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
124.128.208.128,124.128.208.255,124.128.0.0,JINAN QIAOXIANGJIE NETBAR,cnc-noc.net,isp,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,isp,CN
12.19.182.0,12.19.182.63,12.19.0.0,ANDERSON MARKETING GROUP,andadv.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
104.182.29.96,104.182.29.119,104.182.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
107.174.54.176,107.174.54.191,107.174.0.0,RackNerd LLC,racknerd.asia,hosting,AS36352,ColoCrossing,colocrossing.com,hosting,US
119.93.5.9,119.93.5.9,119.93.0.0,2-8368673_CENTIFORCE INSTRUMENT PTE LTD,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
113.37.138.192,113.37.138.207,113.37.0.0,ARTERIA Networks Corp.,arteria-hikari.net,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
113.59.90.204,113.59.90.215,113.59.0.0,China Unicom Hainan province network,chinaunicom.cn,isp,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,isp,CN
12.212.67.200,12.212.67.207,12.212.0.0,PANERA BREAD,panerabread.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
122.52.143.176,122.52.143.176,122.52.0.0,"SMEBHG2013060361695_DAVAO REACH OUT ORGANIZATION, INC.",pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
108.207.162.8,108.207.162.15,108.207.0.0,AT&T Corp.,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
115.85.193.3,115.85.193.3,115.85.0.0,LANZHOU-98-VICTORY-BAR-LZ,cncgs.com,business,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,isp,CN
124.106.27.139,124.106.27.139,124.106.0.0,20-88674_EDUARDO MANAS,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.54.45.160,12.54.45.167,12.54.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
122.54.159.238,122.54.159.238,122.54.0.0,"SMELPN2017030887814_WS AND LANDIN, INC.",pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.33.14.184,12.33.14.191,12.33.0.0,DURALUM PRODUCTS INC,duralum.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.25.182.192,12.25.182.207,12.25.0.0,VILLAGE FARMS,villagefarms.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
115.147.21.147,115.147.21.147,115.147.0.0,CBGSPC2021081186578_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
124.106.237.78,124.106.237.78,124.106.0.0,SMEMLT2021012258311_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
124.105.24.187,124.105.24.187,124.105.0.0,SMEMRD2017072468616_TECHNICHEM INTERNATIONAL CORPORATION,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
122.96.155.48,122.96.155.63,122.96.0.0,"Nanjingjinchangchengmaoyi,NANJING,JIANGSU PROVINCE",chinaunicom.cn,isp,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,isp,CN
12.190.182.200,12.190.182.207,12.190.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
122.208.58.152,122.208.58.159,122.208.0.0,IIJ Global Solutions Inc,iijglobal.co.jp,business,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
115.236.74.28,115.236.74.31,115.236.0.0,Hangzhou xiaoshan residences Hollywood karaoke bars,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.cn,isp,CN
103.119.152.0,103.119.154.255,103.119.0.0,BigHub Customer Networks,bighub.com.kh,business,AS137989,"BigHub Co.,Ltd",bighub.com.kh,business,KH
119.93.30.168,119.93.30.175,119.93.0.0,2-8566923_PUGADNET CAFE,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.38.67.192,12.38.67.215,12.38.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
122.54.194.179,122.54.194.179,122.54.0.0,SMEMKT2016101240758_CAZA TECHNOLOGY SOLUTIONS INC.,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
108.241.252.136,108.241.252.151,108.241.0.0,Private Customer - AT&T Internet Services,ads-internet.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
109.111.214.128,109.111.214.143,109.111.0.0,CUSTOMER-CONTACT-ID-0012000000KTwLaAAL,m247.com,isp,AS42973,Metronet (UK) Limited,metronet-uk.com,isp,GB
108.179.241.20,108.179.242.165,108.179.0.0,Unified Layer,unifiedlayer.com,hosting,AS46606,Unified Layer,unifiedlayer.com,hosting,US
12.207.142.48,12.207.142.55,12.207.0.0,RICHMOND AUTO,raptech.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
109.224.207.165,109.224.207.167,109.224.0.0,DSL Line Allocation,gradwell.com,isp,AS29676,Gradwell Communications Limited,gradwell.com,isp,GB
108.243.119.112,108.243.119.119,108.243.0.0,AT&T Corp.,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
108.249.193.32,108.249.193.39,108.249.0.0,AT&T Corp.,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.237.62.112,12.237.62.119,12.237.0.0,LIGHTHOUSE LIVING SERVICES,lighthouseils.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
112.64.162.204,112.64.162.207,112.64.0.0,Shanghai DIA Dedicated Internet Access,chinaunicom.cn,isp,AS17621,China Unicom Shanghai network,chinaunicom.cn,isp,CN
101.79.64.0,101.79.67.255,101.79.0.0,NAVER Cloud Corp.,navercorp.com,isp,,,,unknown,KR
12.239.44.80,12.239.44.95,12.239.0.0,MIA SHOES INC,miashoes.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.147.26.24,12.147.27.207,12.147.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
119.93.105.58,119.93.105.58,119.93.0.0,2-9210311_ARCHIPELAGO WATER PRODUCTS INTERNATIONAL,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
122.54.215.50,122.54.215.50,122.54.0.0,IPG,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
117.240.154.112,117.240.154.119,117.240.0.0,Bhima Ridhi Digital Services,sancharnet.in,isp,AS9829,National Internet Backbone,bsnl.co.in,isp,IN
121.83.218.80,121.83.218.95,121.83.0.0,Redhorse Corporation,redhorsecorp.com,business,AS17511,OPTAGE Inc.,optage.co.jp,isp,JP
12.230.129.16,12.230.129.31,12.230.0.0,VILLAGE STUDIOS,ansgarmedia.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.34.4.160,12.34.4.175,12.34.0.0,"FSS TECHNOLOGIES, LLC",fsstechnologies.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.71.188.64,12.71.188.95,12.71.0.0,SOURCEAMERICA INC,sourceamerica.org,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
113.41.59.112,113.41.59.119,113.41.0.0,ARTERIA Networks Corporation,arteria-net.com,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
122.146.128.192,122.146.128.207,122.146.0.0,"New Century InfoComm Tech. Co., Ltd.",ikea.com.tw,isp,AS9919,"New Century InfoComm Tech Co., Ltd.",seed.net.tw,isp,TW
12.51.63.96,12.51.63.103,12.51.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
122.226.197.252,122.226.197.255,122.226.0.0,FENGYUN BAR,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.cn,isp,CN
12.193.81.24,12.193.81.31,12.193.0.0,ONCORE MANUFACTURING LLC,neotech.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
107.211.153.216,107.211.153.223,107.211.0.0,Tania Leon01042013100215409,tanialeonstudiefonds.nl,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
124.107.143.232,124.107.143.235,124.107.0.0,IPG,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
115.147.52.42,115.147.52.42,115.147.0.0,CBGBNG2021121038680_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
124.107.13.220,124.107.13.220,124.107.0.0,18-4118280_LARVENTECH INC,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
124.107.145.238,124.107.145.238,124.107.0.0,CBGJUP2020120351219_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.22.177.0,12.22.177.255,12.22.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
109.3.183.200,109.3.183.207,109.3.0.0,MPLS network,sfr.fr,isp,AS15557,SFR SA,sfr.fr,isp,FR
122.227.20.32,122.227.20.35,122.227.0.0,The red electric appliances limited company of the maple leaf of JIN Hua,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.cn,isp,CN
122.1.45.40,122.1.45.47,122.1.0.0,"Sinokor Merchant Marine Co.,Ltd.",sinokor.kr,business,AS4713,NTT Communications Corporation,ntt.com,isp,JP
12.8.175.0,12.8.175.255,12.8.0.0,JM FAMILY ENTERPRISES,jmfamily.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
104.219.248.162,104.219.248.162,104.219.0.0,"Namecheap, Inc.",namecheap.com,hosting,AS22612,"Namecheap, Inc.",namecheap.com,hosting,US
119.92.228.38,119.92.228.38,119.92.0.0,CBGSRO2019112627097_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.157.88.240,12.157.88.255,12.157.0.0,"MOOG, INCATTN PHONE BILL PRO",moog.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
122.208.193.224,122.208.193.239,122.208.0.0,ARTERIA Networks Corporation,arteria-net.com,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
12.238.71.8,12.238.71.15,12.238.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.215.202.16,12.215.202.23,12.215.0.0,BEST AGRI-MARKETING INC,bestagrimarketing.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.238.31.96,12.238.31.127,12.238.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.236.228.32,12.236.228.39,12.236.0.0,"AIR PRODUCTS AND CHEMICALS, I",airproducts.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
108.163.177.48,108.163.177.55,108.163.0.0,iWeb Technologies Inc.,iweb.com,hosting,AS32613,iWeb Technologies Inc.,iweb.com,hosting,CA
12.186.164.8,12.186.164.15,12.186.0.0,IGEM COMMUNICATIONS LLC-TRANS,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
115.85.192.124,115.85.192.127,115.85.0.0,YELLOW-RIVER-COMPANY-LZ,cncgs.com,business,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,isp,CN
12.138.112.96,12.138.112.103,12.138.0.0,HODGES LOIZZI EISENHAMMER,hlerk.com,education,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.220.63.0,12.220.63.95,12.220.0.0,1600 COLLINS AVENUE LLC,12pointsconsulting.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
